SOURCE_FIELD_NAME,OSCAL_MODEL,OSCAL_ELEMENT_PATH,MAPPING_TYPE,NOTES,EXECUTION_STATUS,TRANSFORM_ID,RUNTIME_TARGET_PATH,RULE_ID,SOURCE_KEY,ALLOWED_VALUES,VALUE_MAP,OTHER_REMARKS_TEMPLATE,ROLE_ID,ROLE_TITLE,REFERENCE_TYPE,LOOKUP_KEY,DESCRIPTION_REQUIRED,ORIGINAL_ROW_ID,SOURCE_DOCUMENT,SOURCE_LINE,ORIGINAL_EXCEL_ROW,EXECUTION_NOTE,VALUE_SOURCE,VALUE_REQUIRED,NULL_POLICY
CONTROL_SET_VERSION_NUMBER,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'control-set-version-number'. This does not substitute for per-control implemented-requirements[].,APPROVED,archer-select,system-security-plan.system-characteristics.props[],ssp-control-summary:CONTROL_SET_VERSION_NUMBER,source-one,,,,,,,,,55,Mapping/SSP_CONTROL_IMPLEMENTATION.md,13,,Approved 2026-09-24 from prior live Source One evidence: package-level Archer values-list field. Resolve through ARCHER_META_VALUE; keep separate from missing Level-355 control-detail source.,,,
COUNT_OF_CONTROLS_WITHOUT_IMPLEMENTATION_DETAILS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-controls-without-implementation-details'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_CONTROLS_WITHOUT_IMPLEMENTATION_DETAILS,source-one,,,,,,,,,56,Mapping/SSP_CONTROL_IMPLEMENTATION.md,14,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
COUNT_OF_CONTROLS_WITH_OPEN_POAMS_ANDOR_RBDS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-controls-with-open-poams-and-or-rbds'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_CONTROLS_WITH_OPEN_POAMS_ANDOR_RBDS,source-one,,,,,,,,,57,Mapping/SSP_CONTROL_IMPLEMENTATION.md,15,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
NUMBER_OF_CONTROLS_BEING_INHERITED_BY_OTHERS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'number-of-controls-being-inherited-by-others'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:NUMBER_OF_CONTROLS_BEING_INHERITED_BY_OTHERS,source-one,,,,,,,,,58,Mapping/SSP_CONTROL_IMPLEMENTATION.md,16,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
ARCHIVE_CONTROLS,SSP - Control Implementation,Unspecified,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,59,Mapping/SSP_CONTROL_IMPLEMENTATION.md,17,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
CONTROL_OWNER_CO,SSP - Control Implementation,Unspecified,Extension Property,Candidate for a property or derivation from implemented requirements.,DEFERRED,,,,source-one,,,,,,,,,60,Mapping/SSP_CONTROL_IMPLEMENTATION.md,18,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
SECURITY_CONTROL_ASSESSOR_SCA,SSP - Control Implementation,system-security-plan.metadata.responsible-parties[],Responsible Party / Role,Map the populated Archer user/group reference to a source-preserving Security Control Assessor role using the existing responsible-party framework.,APPROVED,direct,system-security-plan.metadata.responsible-parties[],ssp-control:SECURITY_CONTROL_ASSESSOR_SCA:responsible-party,source-one,,,,security-control-assessor,Security Control Assessor,,,,61,Mapping/SSP_CONTROL_IMPLEMENTATION.md,19,,"Approved 2026-09-24 from owner-provided one-pass profile: 2,799 populated Authorization Package objects with UserList/GroupList shape. Reuses the existing generic SSP responsible-party framework; no mapper code change.",FIELD,false,
ADD_ADDITIONAL_CONTROLS,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,62,Mapping/SSP_CONTROL_IMPLEMENTATION.md,23,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
ALLOCATED_CONTROLS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property - Source Reference IDs,Preserve populated Authorization Package allocated-control ContentId references as named property values. This is source-reference retention and does not define the Level-355 row identity or join.,APPROVED,reference-ids,system-security-plan.system-characteristics.props[],ssp-control-package:ALLOCATED_CONTROLS:reference-ids,source-one,,,,,,,,,63,Mapping/SSP_CONTROL_IMPLEMENTATION.md,24,,"Approved 2026-09-24 from owner-provided one-pass profile: 2,528 populated arrays and all 2,528 show ContentId shape. Preserve the source reference IDs as extension properties without inventing target entity resolution.",FIELD,false,
ARCHIVED_CONTROLS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property - Source Reference IDs,Preserve populated Authorization Package archived-control ContentId references as named property values.,APPROVED,reference-ids,system-security-plan.system-characteristics.props[],ssp-control-package:ARCHIVED_CONTROLS:reference-ids,source-one,,,,,,,,,64,Mapping/SSP_CONTROL_IMPLEMENTATION.md,25,,Approved 2026-09-24 from owner-provided one-pass profile: 6 populated arrays and all 6 show ContentId shape. Preserved as source reference IDs; no active-control semantics are inferred.,FIELD,false,
INHERITED_CONTROL_SELECTION,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,65,Mapping/SSP_CONTROL_IMPLEMENTATION.md,26,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
INHERITABLE_CONTROLS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property - Source Integer References,Preserve populated Archer integer array members as named SSP property values. No target-entity resolution is inferred.,APPROVED,reference-ids,system-security-plan.system-characteristics.props[],ssp-control-package:INHERITABLE_CONTROLS:reference-ids,source-one,,,,,,,,,66,Mapping/SSP_CONTROL_IMPLEMENTATION.md,27,,Approved 2026-09-25 from owner-provided closeout profile: 44 populated arrays flatten to 877 INTEGER items; no ContentId/Id/UserList/GroupList/ValueList member shape observed. Preserve integer members as source-reference property values only.,FIELD,false,
LINK_CNSS_CONTROLS_BY_CONFIDENTIALITY_RATING,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,67,Mapping/SSP_CONTROL_IMPLEMENTATION.md,28,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
LINK_CNSS_CONTROLS_BY_INTEGRITY_RATING,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,68,Mapping/SSP_CONTROL_IMPLEMENTATION.md,29,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
LINK_CNSS_CONTROLS_BY_AVAILABILITY_RATING,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,69,Mapping/SSP_CONTROL_IMPLEMENTATION.md,30,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
HELPER_ALLOCATED_CONTROLS,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,70,Mapping/SSP_CONTROL_IMPLEMENTATION.md,31,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
PRECONTROL_ALLOCATION_PROGRESS_VIEW,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,71,Mapping/SSP_CONTROL_IMPLEMENTATION.md,32,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
COUNT_OF_FULLY_IMPLEMENTED_CONTROLS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-fully-implemented-controls'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_FULLY_IMPLEMENTED_CONTROLS,source-one,,,,,,,,,72,Mapping/SSP_CONTROL_IMPLEMENTATION.md,33,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
CONTROL_SET_VERSION_NUMBER_HRC,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'control-set-version-number-hrc'. This does not substitute for per-control implemented-requirements[].,APPROVED,archer-select,system-security-plan.system-characteristics.props[],ssp-control-summary:CONTROL_SET_VERSION_NUMBER_HRC,source-one,,,,,,,,,73,Mapping/SSP_CONTROL_IMPLEMENTATION.md,34,,Approved 2026-09-24 from prior live Source One evidence: package-level Archer values-list field. Resolve through ARCHER_META_VALUE; keep separate from missing Level-355 control-detail source.,,,
GS_LAB_CONTROL_ENTITY,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property - Source Reference IDs,Preserve populated GS/Lab control-entity ContentId references as named SSP property values.,APPROVED,reference-ids,system-security-plan.system-characteristics.props[],ssp-control-package:GS_LAB_CONTROL_ENTITY:reference-ids,source-one,,,,,,,,,74,Mapping/SSP_CONTROL_IMPLEMENTATION.md,35,,Approved 2026-09-24 from owner-provided one-pass profile: 225 populated arrays and all 225 show ContentId shape. Preserved as source reference IDs; no entity hydration or relationship is inferred.,FIELD,false,
CONTROL_STANDARDS,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,75,Mapping/SSP_CONTROL_IMPLEMENTATION.md,36,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
MASTER_CONTROLS,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,76,Mapping/SSP_CONTROL_IMPLEMENTATION.md,37,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
ALLOCATED_CONTROLS_PARTIAL_CONTROL_PROVIDERS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property - Source Integer References,Preserve populated Archer integer array members as named SSP property values. No provider identity or target-entity resolution is inferred.,APPROVED,reference-ids,system-security-plan.system-characteristics.props[],ssp-control-package:ALLOCATED_CONTROLS_PARTIAL_CONTROL_PROVIDERS:reference-ids,source-one,,,,,,,,,77,Mapping/SSP_CONTROL_IMPLEMENTATION.md,38,,Approved 2026-09-25 from owner-provided closeout profile: 5 populated arrays flatten to 26 INTEGER items; no ContentId/Id/UserList/GroupList/ValueList member shape observed. Preserve integer members as source-reference property values only.,FIELD,false,
ALTERNATE_SECURITY_CONTROL_ASSESSOR_SCA_TEXT,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,78,Mapping/SSP_CONTROL_IMPLEMENTATION.md,39,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
EXPORT_CONTROL_ASSESSOR_ECA_TEXT,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Preserve populated package-level export-control assessor text as a named SSP property.,APPROVED,text,system-security-plan.system-characteristics.props[],ssp-control-package:EXPORT_CONTROL_ASSESSOR_ECA_TEXT,source-one,,,,,,,,,79,Mapping/SSP_CONTROL_IMPLEMENTATION.md,40,,Approved 2026-09-24 from owner-provided one-pass profile: 816 populated Authorization Package text values (39 distinct). Preserved as an extension property; no role identity is inferred from free text.,FIELD,false,
SECURITY_CONTROL_ASSESSOR_SCA_TEXT,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Preserve populated package-level security-control assessor text as a named SSP property.,APPROVED,text,system-security-plan.system-characteristics.props[],ssp-control-package:SECURITY_CONTROL_ASSESSOR_SCA_TEXT,source-one,,,,,,,,,80,Mapping/SSP_CONTROL_IMPLEMENTATION.md,41,,Approved 2026-09-24 from owner-provided one-pass profile: 966 populated Authorization Package text values (41 distinct). Preserved as an extension property; structured SCA user/group references remain separately mapped.,FIELD,false,
EXPORT_CONTROLLED_DATA_ITARAR_IF_APPLICABLE,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,81,Mapping/SSP_CONTROL_IMPLEMENTATION.md,42,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
COUNT_OF_CONTROLS_WITH_OPEN_POAMS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-controls-with-open-poams'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_CONTROLS_WITH_OPEN_POAMS,source-one,,,,,,,,,82,Mapping/SSP_CONTROL_IMPLEMENTATION.md,43,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
COUNT_OF_CONTROLS_MISSING_POAMRBD,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-controls-missing-poam-rbd'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_CONTROLS_MISSING_POAMRBD,source-one,,,,,,,,,83,Mapping/SSP_CONTROL_IMPLEMENTATION.md,44,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
ALTERNATE_SECURITY_CONTROL_ASSESSOR_SCA,SSP - Control Implementation,system-security-plan.metadata.responsible-parties[],Responsible Party / Role,Map the populated Archer user/group reference to a source-preserving Alternate Security Control Assessor role using the existing responsible-party framework.,APPROVED,direct,system-security-plan.metadata.responsible-parties[],ssp-control:ALTERNATE_SECURITY_CONTROL_ASSESSOR_SCA:responsible-party,source-one,,,,alternate-security-control-assessor,Alternate Security Control Assessor,,,,84,Mapping/SSP_CONTROL_IMPLEMENTATION.md,45,,"Approved 2026-09-24 from owner-provided one-pass profile: 1,675 populated Authorization Package objects with UserList/GroupList shape. Reuses the existing generic SSP responsible-party framework; no mapper code change.",FIELD,false,
ALLOCATED_CONTROLS_AUTHORIZATION_PACKAGE,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,85,Mapping/SSP_CONTROL_IMPLEMENTATION.md,46,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
CONTROL_SET_TO_ASSESS,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,86,Mapping/SSP_CONTROL_IMPLEMENTATION.md,47,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
CHANGE_CONTROL,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,87,Mapping/SSP_CONTROL_IMPLEMENTATION.md,48,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
HELPER_OTS_CONTROLS,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,88,Mapping/SSP_CONTROL_IMPLEMENTATION.md,49,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
COUNT_OF_INHERITED_CONTROLS,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-inherited-controls'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_INHERITED_CONTROLS,source-one,,,,,,,,,89,Mapping/SSP_CONTROL_IMPLEMENTATION.md,50,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
COUNT_OF_ACTUAL_CONTROLS_IMPLEMENTED,SSP - Control Implementation,system-security-plan.system-characteristics.props[],Extension Property,Package-level Control Implementation summary preserved as SSP system-characteristics property 'count-of-actual-controls-implemented'. This does not substitute for per-control implemented-requirements[].,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp-control-summary:COUNT_OF_ACTUAL_CONTROLS_IMPLEMENTED,source-one,,,,,,,,,90,Mapping/SSP_CONTROL_IMPLEMENTATION.md,51,,Approved 2026-09-24 from prior live Source One evidence: populated numeric package-level summary. Preserve as named property; do not derive or use as a substitute for implemented-requirements[].,,,
DATE_CONTINUE_TO_CONTROL_IMPLEMENTATION,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,91,Mapping/SSP_CONTROL_IMPLEMENTATION.md,52,,"Excluded 2026-09-24 as package workflow progression date, not OSCAL control implementation content.",,,
CURRENT_CONTROL_RISK_THRESHOLD,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,92,Mapping/SSP_CONTROL_IMPLEMENTATION.md,53,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
OF_SATISFIED_CONTROLS,SSP - Control Implementation,,,,DEFERRED,,,,source-one,,,,,,,,,93,Mapping/SSP_CONTROL_IMPLEMENTATION.md,54,,Not in accepted executable scope; original Notes and any unresolved path retained.,,,
HELPER_ALLOCATED_CONTROLS,SSP - Control Implementation,,Workflow/Helper - Excluded,Archer workflow/helper/calculated field; excluded from executable OSCAL content. This does not block the actual Control Implementation control-detail branch.,EXCLUDED,,,,source-one,,,,,,,,,94,Mapping/SSP_CONTROL_IMPLEMENTATION.md,55,,Excluded 2026-09-24 from executable scope based on prior live Source One review identifying workflow/helper/calculated semantics; no target node is emitted.,,,
INFORMATION_CLASSIFICATION,System Security Plan,system-security-plan.system-characteristics.props[],Extension Property,Visible note recommends mapping to system-characteristics properties; define the property name and namespace.,APPROVED,archer-select,system-security-plan.system-characteristics.props[],ssp:INFORMATION_CLASSIFICATION:42,source-one,,,,,,,,,95,Mapping/SYSTEM_SECURITY_PLAN.md,7,64,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
DAILY_LOSS_AMOUNT_FROM_OUTAGE,System Security Plan,system-security-plan.system-characteristics.props[],Extension Property,The screenshot note says All Nulls; do not map until populated source data and business meaning are confirmed.,APPROVED,direct,system-security-plan.system-characteristics.props[],ssp:DAILY_LOSS_AMOUNT_FROM_OUTAGE,source-one,,,,,,,,,96,Mapping/SYSTEM_SECURITY_PLAN.md,8,65,"Owner-enabled 2026-09-14: retain the source value, including explicit JSON null, as a system-characteristics property. Supersedes the earlier All Nulls deferral; original Notes retained as provenance. Original mapping type: TBD. Existing SSP property identity applies; missing keys remain omitted.",,,preserve
FINDINGS,Assessment Results,assessment-results.results[].props[],Extension Property - Null-Preserved Source Field,Preserve the Source One FINDINGS field as a result-level property even when the current source value is explicit JSON null. This does not fabricate assessment-results.results[].findings[] objects or finding identities.,APPROVED,direct,assessment-results.results[].props[],ar-prop:FINDINGS:null-preserved,source-one,,,,,,,,,97,Mapping/ASSESSMENT_RESULTS.md,11,5,"Owner-approved 2026-09-25 to retain FINDINGS even when null. Live profile: 2,813/2,813 current Source One rows are explicit JSON null. Map as a null-preserved result extension property named findings; do not emit native findings[] nodes until real finding identities/content exist.",FIELD,false,preserve
RISK_ACCEPTANCE_RBDS,Assessment Results,assessment-results.results[].props[],Reference,"Archer FIELD_TYPE_ID 9 cross-reference. Preserve the referenced ContentId as a result-level extension property; current Source One evidence has one populated {ContentId,LevelId} reference.",APPROVED,reference-ids,assessment-results.results[].props[],ar-ref:RISK_ACCEPTANCE_RBDS,source-one,,,,,,,,,98,Mapping/ASSESSMENT_RESULTS.md,17,8,Owner-approved correction 2026-09-21 after live shape + ARCHER_META_FIELD review proved a cross-reference. Existing reference-ids transform extracts ContentId; current populated cardinality is one. Historical structured/STG tables are not runtime dependencies.,,,
VULNERABILITY_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:VULNERABILITY_SCORE,source-one,,,,,,,,,99,Mapping/ASSESSMENT_RESULTS.md,18,41,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
ANTIVIRUS_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:ANTIVIRUS_SCORE,source-one,,,,,,,,,100,Mapping/ASSESSMENT_RESULTS.md,19,42,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
PATCH_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:PATCH_SCORE,source-one,,,,,,,,,101,Mapping/ASSESSMENT_RESULTS.md,20,43,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
SECURITY_COMPLIANCE_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:SECURITY_COMPLIANCE_SCORE,source-one,,,,,,,,,102,Mapping/ASSESSMENT_RESULTS.md,21,44,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
STANDARD_OPERATING_ENVIRONMENT_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:STANDARD_OPERATING_ENVIRONMENT_SCORE,source-one,,,,,,,,,103,Mapping/ASSESSMENT_RESULTS.md,22,45,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
COMPUTER_PASSWORD_AGE_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:COMPUTER_PASSWORD_AGE_SCORE,source-one,,,,,,,,,104,Mapping/ASSESSMENT_RESULTS.md,23,46,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
VULNERABILITY_REPORTING_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:VULNERABILITY_REPORTING_SCORE,source-one,,,,,,,,,105,Mapping/ASSESSMENT_RESULTS.md,24,47,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
SECURITY_COMPLIANCE_REPORTING_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:SECURITY_COMPLIANCE_REPORTING_SCORE,source-one,,,,,,,,,106,Mapping/ASSESSMENT_RESULTS.md,25,48,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
TOTAL_AUTHORIZATION_PACKAGE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:TOTAL_AUTHORIZATION_PACKAGE_RISK_SCORE,source-one,,,,,,,,,107,Mapping/ASSESSMENT_RESULTS.md,26,49,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_AUTHORIZATION_PACKAGE_RISK_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_AUTHORIZATION_PACKAGE_RISK_SCORE,source-one,,,,,,,,,108,Mapping/ASSESSMENT_RESULTS.md,27,50,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
RISK_SCORE_GRADE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:RISK_SCORE_GRADE,source-one,,,,,,,,,109,Mapping/ASSESSMENT_RESULTS.md,28,51,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_VULNERABILITY_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_VULNERABILITY_SCORE,source-one,,,,,,,,,110,Mapping/ASSESSMENT_RESULTS.md,29,52,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_PATCH_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_PATCH_SCORE,source-one,,,,,,,,,111,Mapping/ASSESSMENT_RESULTS.md,30,53,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_SECURITY_COMPLIANCE_REPORTING_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar44:AVG_SECURITY_COMPLIANCE_REPORTING_SCORE,source-one,,,,,,,,,112,Mapping/ASSESSMENT_RESULTS.md,31,54,Owner-approved 2026-09-21 after Source One review confirmed one scalar value. Map as one Assessment Results observation with a named inline scalar property.,,,
AVG_ANTIVIRUS_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_ANTIVIRUS_SCORE,source-one,,,,,,,,,113,Mapping/ASSESSMENT_RESULTS.md,32,55,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_STANDARD_OPERATING_ENVIRONMENT_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_STANDARD_OPERATING_ENVIRONMENT_SCORE,source-one,,,,,,,,,114,Mapping/ASSESSMENT_RESULTS.md,33,56,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
AVG_COMPUTER_PASSWORD_AGE_SCORE,Assessment Results,assessment-results.results[].observations[],Extension Property,Archer-specific risk scoring; map as observation.,APPROVED,scalar-score,assessment-results.results[].observations[],ar17:AVG_COMPUTER_PASSWORD_AGE_SCORE,source-one,,,,,,,,,115,Mapping/ASSESSMENT_RESULTS.md,34,57,Preserves accepted implementation. Source Notes are provenance; this does not resolve previously recorded Notes conflicts.,,,
